micro,clinic,cor_value,p_value
Asaccharobacter_celatus,SOD,-0.13344625353034847,0.3314060788850288
Asaccharobacter_celatus,E2,0.28493910847314924,0.03498303187968078
Asaccharobacter_celatus,T,-0.02103223003695381,0.8788609491066302
Asaccharobacter_celatus,FSH,0.14615730257204654,0.28698203444918624
Asaccharobacter_celatus,LH,0.04468206508191152,0.7459973249850527
Asaccharobacter_celatus,LH.FSH,-0.0536438574832155,0.6972938992285871
Asaccharobacter_celatus,PRL,-0.04537927757537285,0.7421698262678567
Asaccharobacter_celatus,FT,-0.13265887339388904,0.3342928075807251
Asaccharobacter_celatus,AD,0.024785116179965875,0.8574533102991517
Asaccharobacter_celatus,DHEAS,0.00029311229839880387,0.9983054152932114
Asaccharobacter_celatus,SHBG,-0.09502252166920905,0.49014166073459886
Asaccharobacter_celatus,VAT.Mass,-0.006649266306434859,0.9615726800111617
Asaccharobacter_celatus,VAT.Volume,-0.006649266306434859,0.9615726800111617
Eubacterium_sulci,BMI,0.25099065994850456,0.06455146526936431
Eubacterium_sulci,WC,0.14603557290200123,0.28738800141760223
Eubacterium_sulci,WHR,-0.02261056810233197,0.8698462196013876
Eubacterium_sulci,Menstrual.cycles,-0.0008670781759321628,0.9949871461968514
Eubacterium_sulci,Acne,0.15266934916182784,0.2658121116728184
Eubacterium_sulci,Hair.loss,0.04742002511844653,0.7310025547167609
Eubacterium_sulci,FG.score,0.0008055520965243549,0.9953428438922073
Eubacterium_sulci,BG0,-0.03512114900325571,0.799061934883063
Eubacterium_sulci,BG120,-0.20585024232860072,0.13161577229393756
Eubacterium_sulci,INS0,0.04708887973863789,0.7328109414969488
Eubacterium_sulci,INS120,-0.11186058668213673,0.41617092915304854
Eubacterium_sulci,CP0,0.04630615002553226,0.7370911486421052
Eubacterium_sulci,CP120,-0.039252414064589285,0.7760065244263104
Eubacterium_sulci,HOMA.IR,0.09663314718091275,0.4827820292936066
Eubacterium_sulci,AUC.Ins.,-0.04002129279550545,0.7717360681621758
Eubacterium_sulci,ALT,-0.0037105644490925396,0.978550423856805
Eubacterium_sulci,rGT,0.00045771678701012004,0.9973537819575439
Eubacterium_sulci,UA,-0.10543616679987787,0.4436082097298535
Eubacterium_sulci,TG,-0.19180255481345132,0.16066547629607714
Eubacterium_sulci,HDL,0.003984478462302598,0.9769674279247217
Eubacterium_sulci,FFA,0.2606067238011186,0.054647357218863254
Eubacterium_sulci,IL6,-0.2114944194054218,0.1211294362169795
Eubacterium_sulci,IL8,-0.09073569439323556,0.5100120652223825
Eubacterium_sulci,SOD,-0.03737578101236258,0.7864570205197252
Eubacterium_sulci,E2,0.1725568128756069,0.20774264469075274
Eubacterium_sulci,T,-0.29246507483520057,0.03025160121357307
Eubacterium_sulci,FSH,-0.037426338356452496,0.7861749800012541
Eubacterium_sulci,LH,0.1674482526003133,0.22172436000473242
Eubacterium_sulci,LH.FSH,0.06062776538378567,0.6601507891517101
Eubacterium_sulci,PRL,-0.10381476760684301,0.4506880427418696
Eubacterium_sulci,FT,-0.09581516578059932,0.4865124269256884
Eubacterium_sulci,AD,-0.07235160083655132,0.5996261794158703
Eubacterium_sulci,DHEAS,0.16341856643845362,0.2332056931491739
Eubacterium_sulci,SHBG,0.05594745698504933,0.6849591477556015
Eubacterium_sulci,VAT.Mass,0.09657344568789877,0.4830537858231919
Eubacterium_sulci,VAT.Volume,0.09657344568789877,0.4830537858231919
Gemella_sanguinis,BMI,0.08285967393627527,0.5475569464503602
Gemella_sanguinis,WC,0.031630829849781605,0.8186747827430741
Gemella_sanguinis,WHR,-0.09215149609833585,0.5034045638170566
Gemella_sanguinis,Menstrual.cycles,0.007943520000620544,0.9541003191510413
Gemella_sanguinis,Acne,0.05507849018283328,0.689602709761998
Gemella_sanguinis,Hair.loss,-0.002294937090951386,0.9867327503249487
Gemella_sanguinis,FG.score,-0.32843564678071374,0.014359969185252437
Gemella_sanguinis,BG0,-0.08340907763380204,0.5448955124208734
Gemella_sanguinis,BG120,-0.2334699182676071,0.0862561297259052
Gemella_sanguinis,INS0,-0.17828143421197204,0.192826488100721
Gemella_sanguinis,INS120,-0.20694385155910527,0.12953234488619128
Gemella_sanguinis,CP0,-0.1589977798963063,0.2462651099541711
Gemella_sanguinis,CP120,-0.14182760604620204,0.3016529384774392
Gemella_sanguinis,HOMA.IR,-0.16438703093836693,0.23040969181466348
Gemella_sanguinis,AUC.Ins.,-0.22987952359565936,0.09134057350252334
Gemella_sanguinis,ALT,-0.10412343609825435,0.44933547390827866
Gemella_sanguinis,rGT,-0.20478480503652738,0.13366969430008518
Gemella_sanguinis,UA,-0.11649645134336957,0.3969918199320245
Gemella_sanguinis,TG,0.03226854410969101,0.8150827119156823
Gemella_sanguinis,HDL,-0.14288808664259925,0.2980155169129526
Gemella_sanguinis,FFA,0.04825220856109968,0.7264644210024263
Gemella_sanguinis,IL6,-0.11802064374052994,0.39080108175366823
Gemella_sanguinis,IL8,-0.17534710842642295,0.2003737516087428
Gemella_sanguinis,SOD,-0.21435438898452056,0.11606441719833044
Gemella_sanguinis,E2,0.04988269346710624,0.7176000306520207
Gemella_sanguinis,T,-0.11742834482990287,0.3931999955963712
Gemella_sanguinis,FSH,-0.19231741230627672,0.1595239494307169
Gemella_sanguinis,LH,0.08341605264435642,0.5448617640744053
Gemella_sanguinis,LH.FSH,0.11055149426746422,0.42168140734749304
Gemella_sanguinis,PRL,-0.16086642599277978,0.24068548553463806
Gemella_sanguinis,FT,-0.1485058302090082,0.2792233435969535
Gemella_sanguinis,AD,0.06500787457462118,0.6372572552356435
Gemella_sanguinis,DHEAS,-0.016227484817339585,0.9063927524011547
Gemella_sanguinis,SHBG,0.13703836673069447,0.31843592723874453
Gemella_sanguinis,VAT.Mass,-0.09391632528307522,0.4952300853737355
Gemella_sanguinis,VAT.Volume,-0.09391632528307522,0.4952300853737355
Dorea_longicatena,BMI,0.1788819642498417,0.19130724164964938
Dorea_longicatena,WC,0.16110264961246684,0.2399863504418878
Dorea_longicatena,WHR,-0.06976365637058465,0.6127760335390604
Dorea_longicatena,Menstrual.cycles,-0.06851426790720322,0.6191683855885819
Dorea_longicatena,Acne,0.04710065413838628,0.7327466166572048
Dorea_longicatena,Hair.loss,-0.1355579802031605,0.3237415488325408
Dorea_longicatena,FG.score,0.04164296051396201,0.7627512420959032
Dorea_longicatena,BG0,-0.18390079187291786,0.17894390443640154
Dorea_longicatena,BG120,-0.2514323487343668,0.06406702679827804
Dorea_longicatena,INS0,-0.12855453640094286,0.34959417362897505
Dorea_longicatena,INS120,-0.18976750561517344,0.16523623556744724
Dorea_longicatena,CP0,-0.060813656313240656,0.6591726953550157
Dorea_longicatena,CP120,-0.09345558899811705,0.4973574952047688
Dorea_longicatena,HOMA.IR,-0.09419383822295055,0.49395097573677205
Dorea_longicatena,AUC.Ins.,0.0009092349457196945,0.994743427892654
Dorea_longicatena,ALT,-0.10814630443753016,0.4319133652616375
Dorea_longicatena,rGT,-0.21567841340441676,0.11377504012560806
Dorea_longicatena,UA,-0.19982317694362406,0.1435529074302479
Dorea_longicatena,TG,-0.018284987254178292,0.8945877023317854
Dorea_longicatena,HDL,0.011366929678567573,0.9343558612450066
Dorea_longicatena,FFA,-0.050279046072659546,0.715450714247642
Dorea_longicatena,IL6,0.06274595445362188,0.6490393826592578
Dorea_longicatena,IL8,0.18122340672986761,0.18546548159193002
Dorea_longicatena,SOD,-0.18972858311303625,0.16532457305502812
Dorea_longicatena,E2,0.23548244948982772,0.08350484350451683
Dorea_longicatena,T,-0.15771605690421991,0.2501427561767106
Dorea_longicatena,FSH,-0.147432051197877,0.28275335793852413
Dorea_longicatena,LH,-0.12216109641812038,0.3742740290107057
Dorea_longicatena,LH.FSH,-0.18439944697362284,0.17774781421509275
Dorea_longicatena,PRL,-0.1284155839362499,0.3501196429816785
Dorea_longicatena,FT,-0.04349574172692424,0.7525238729433157
Dorea_longicatena,AD,0.11631434080563838,0.39773531255735295
Dorea_longicatena,DHEAS,0.06866423503202199,0.6183996043018911
Dorea_longicatena,SHBG,0.07099059078714244,0.6065262900972868
Dorea_longicatena,VAT.Mass,-0.11234820568472059,0.41412895420600937
Dorea_longicatena,VAT.Volume,-0.11234820568472059,0.41412895420600937
Adlercreutzia_equolifaciens,BMI,0.12685846055668973,0.3560413816782947
Adlercreutzia_equolifaciens,WC,-0.009413490350648519,0.9456182458215898
Adlercreutzia_equolifaciens,WHR,-0.29056230174826897,0.03139423404180028
Adlercreutzia_equolifaciens,Menstrual.cycles,-0.02083418787299854,0.8799931755181689
Adlercreutzia_equolifaciens,Acne,-0.08617410029131714,0.5315966460204868
Adlercreutzia_equolifaciens,Hair.loss,-0.24498065654245874,0.07143947242171575
Adlercreutzia_equolifaciens,FG.score,0.1334264952643539,0.3314783254529805
Adlercreutzia_equolifaciens,BG0,-0.0023303439319576702,0.9865280787608215
Adlercreutzia_equolifaciens,BG120,-0.13674209032391144,0.31949331209270765
Adlercreutzia_equolifaciens,INS0,-0.2020518291476,0.13904830580379265
Adlercreutzia_equolifaciens,INS120,-0.21605631590505375,0.11312798592725108
Adlercreutzia_equolifaciens,CP0,0.05327730804725726,0.6992638953352166
Adlercreutzia_equolifaciens,CP120,-0.0015890306060701285,0.990813448796403
Adlercreutzia_equolifaciens,HOMA.IR,-0.13985076303173924,0.30850976927324875
Adlercreutzia_equolifaciens,AUC.Ins.,-0.08792468915331748,0.5232603293804361
Adlercreutzia_equolifaciens,ALT,-0.02034760614614569,0.8827760186007781
Adlercreutzia_equolifaciens,rGT,-0.02548973795985209,0.8534447807301644
Adlercreutzia_equolifaciens,UA,-0.08163768932791314,0.5534988072544647
Adlercreutzia_equolifaciens,TG,-0.17563252789167996,0.199630573329897
Adlercreutzia_equolifaciens,HDL,0.06967698060815966,0.6132185848446922
Adlercreutzia_equolifaciens,FFA,0.008050027111747432,0.9534855671742041
Adlercreutzia_equolifaciens,IL6,-0.08211961718969372,0.551151787810149
Adlercreutzia_equolifaciens,IL8,0.12904382572016188,0.3477477270285896
Adlercreutzia_equolifaciens,SOD,-0.14962427944224546,0.2755775601913003
Adlercreutzia_equolifaciens,E2,0.3211571756299521,0.016813095426309623
Adlercreutzia_equolifaciens,T,-0.024534286009043636,0.8588811281575852
Adlercreutzia_equolifaciens,FSH,0.09439073493001829,0.49304448409557877
Adlercreutzia_equolifaciens,LH,-0.0027300885558902864,0.9842173916381989
Adlercreutzia_equolifaciens,LH.FSH,-0.07586141427834064,0.5819934748521998
Adlercreutzia_equolifaciens,PRL,-0.0032533998727545367,0.9811926358968579
Adlercreutzia_equolifaciens,FT,-0.14140307276334807,0.3031170891403148
Adlercreutzia_equolifaciens,AD,0.03573580248719204,0.7956204142339951
Adlercreutzia_equolifaciens,DHEAS,-0.015859139384025923,0.9085083541335228
Adlercreutzia_equolifaciens,SHBG,-0.058899204003251625,0.6692727192256607
Adlercreutzia_equolifaciens,VAT.Mass,-0.06277810437377997,0.6488713088590496
Adlercreutzia_equolifaciens,VAT.Volume,-0.06277810437377997,0.6488713088590496
Enterococcus_faecalis,BMI,-0.11602017112781159,0.3989380234517117
Enterococcus_faecalis,WC,-0.042023847864830516,0.7606453881658234
Enterococcus_faecalis,WHR,-0.10811507557310106,0.4320471285446451
Enterococcus_faecalis,Menstrual.cycles,-0.03056120835411588,0.8247079429710698
Enterococcus_faecalis,Acne,0.04575443820890848,0.7401128543296704
Enterococcus_faecalis,Hair.loss,-0.1315440098506119,0.33840701361602477
Enterococcus_faecalis,FG.score,0.12584068491636669,0.3599449264515414
Enterococcus_faecalis,BG0,0.03356187680857657,0.8078093767120575
Enterococcus_faecalis,BG120,0.26397368494979545,0.051485527067830786
Enterococcus_faecalis,INS0,0.14556746840692886,0.2889526297275082
Enterococcus_faecalis,INS120,0.07042535686760627,0.6094020350550771
Enterococcus_faecalis,CP0,0.06262178528286709,0.6496886789220542
Enterococcus_faecalis,CP120,0.01444967133679835,0.9166093677275796
Enterococcus_faecalis,HOMA.IR,0.07294112874761773,0.5966481206469361
Enterococcus_faecalis,AUC.Ins.,-0.007333162214550865,0.9576237646021305
Enterococcus_faecalis,ALT,-0.013221857248330086,0.9236732038383758
Enterococcus_faecalis,rGT,0.08483239734435968,0.5380297989257613
Enterococcus_faecalis,UA,-0.0445651409302646,0.7466398048130671
Enterococcus_faecalis,TG,-0.09795851380090347,0.47676989405888137
Enterococcus_faecalis,HDL,0.13868714732101503,0.31259229775498376
Enterococcus_faecalis,FFA,0.0853978378748408,0.53531402214854
Enterococcus_faecalis,IL6,0.1373149134698432,0.31745096718149185
Enterococcus_faecalis,IL8,0.12106370243919225,0.37861294550683455
Enterococcus_faecalis,SOD,-0.018593845134476275,0.8928175034921694
Enterococcus_faecalis,E2,-0.016821158935508673,0.9029843331431693
Enterococcus_faecalis,T,0.1999865526221229,0.1432190413416942
Enterococcus_faecalis,FSH,0.06927859802027231,0.6152544166186872
Enterococcus_faecalis,LH,0.0620235206937952,0.6528206964832279
Enterococcus_faecalis,LH.FSH,0.08079941614265318,0.5575925467288565
Enterococcus_faecalis,PRL,0.16599272579128949,0.2258251500814736
Enterococcus_faecalis,FT,0.2392760528001005,0.07850679503488611
Enterococcus_faecalis,AD,0.006947642562127277,0.9598496935207198
Enterococcus_faecalis,DHEAS,0.16521193819073787,0.22804647283090318
Enterococcus_faecalis,SHBG,0.0028398828121979176,0.9835827577288776
Enterococcus_faecalis,VAT.Mass,-0.07432261668499783,0.58969515856907
Enterococcus_faecalis,VAT.Volume,-0.07432261668499783,0.58969515856907
Atopobium_rimae,BMI,0.26338541393345194,0.05202697329590184
Atopobium_rimae,WC,0.2731181632036848,0.043642204700775504
Atopobium_rimae,WHR,0.012252204492433192,0.9292559534372419
Atopobium_rimae,Menstrual.cycles,0.17292570895217568,0.20675762554636903
Atopobium_rimae,Acne,-0.06984077713911259,0.6123823836419444
Atopobium_rimae,Hair.loss,-0.13968155427822518,0.3091012976237162
Atopobium_rimae,FG.score,0.09196032659392786,0.5042941737634657
Atopobium_rimae,BG0,0.08593374221478323,0.5327463162131836
Atopobium_rimae,BG120,-0.24869841096858117,0.06711293075739812
Atopobium_rimae,INS0,-0.044031487031150555,0.7495743155152608
Atopobium_rimae,INS120,-0.30393805518617906,0.024073569038333135
Atopobium_rimae,CP0,-0.056982958244889706,0.6794407389588276
Atopobium_rimae,CP120,-0.2405648441331892,0.07686369644822301
Atopobium_rimae,HOMA.IR,-0.0446305548819145,0.7462803443234708
Atopobium_rimae,AUC.Ins.,-0.25738841137382434,0.057814874488680314
Atopobium_rimae,ALT,-0.14518196611492692,0.2902453406545363
Atopobium_rimae,rGT,-0.09316976955202674,0.4986796138591302
Atopobium_rimae,UA,-0.03544484783686723,0.7972490281230099
